,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
54004,2020-05-22,1:58 PM,Florida,Miami,029-307-01,True,31,Yes,0.28,$45.04
54005,2020-03-25,5:03 PM,Florida,Orlando,618-308-80,True,30,Yes,0.2,$87.22
54006,2020-03-24,8:31 PM,Florida,Miami,881-879-21,False,11,,,$171.99
54007,2020-07-11,12:46 PM,Florida,Miami,,,23,Yes,0.37,$30.44
54008,2020-08-31,3:16 PM,Georgia,Atlanta,,,17,Yes,0.19,$148.44
54009,2020-04-29,11:07 AM,Alabama,Birmingham,,,21,,,$225.48
54010,2020-06-14,5:32 PM,Florida,Miami,835-554-45,False,9,,,$58.37
54011,2020-03-21,3:20 PM,California,Cupertino,499-130-00,True,32,,,$1360.51
54012,2020-10-10,4:16 PM,Florida,Lake Worth,,,20,Yes,0.43,$88.15
54013,2019-11-29,4:55 PM,Florida,Cape Coral,,,33,,,$19.81
54014,2020-10-15,12:47 PM,Florida,Jacksonville,861-273-70,True,13,,,$79.25
54015,2020-09-11,8:52 PM,Georgia,Atlanta,,,11,,,$221.13
54016,2020-01-05,3:59 PM,Florida,Bonita Springs,,,6,,,$95.56
54017,2020-03-29,3:49 PM,Alabama,Huntsville,885-225-31,False,27,Yes,0.42,$63.68
54018,2020-01-18,11:48 AM,Florida,Pinellas Park,735-457-94,True,25,Yes,0.44,$115.75
54019,2020-02-21,12:53 PM,Florida,Orlando,349-569-54,True,22,,,$137.47
54020,2020-01-02,1:44 PM,Alabama,Gadsden,056-770-22,True,4,,,$92.22
54021,2020-01-20,8:07 PM,Florida,Fort Pierce,855-294-61,False,14,,,$180.96
54022,2020-09-21,7:03 PM,Florida,Daytona Beach,,,16,,,$102.63
54023,2020-03-20,11:08 AM,Florida,Panama City,323-927-49,False,11,,,$45.47
54024,2020-04-21,6:03 PM,Georgia,Atlanta,688-288-92,True,13,,,$69.99
54025,2019-10-31,7:25 PM,Florida,Orlando,603-862-98,True,33,Yes,0.39,$149.93
54026,2020-04-07,4:35 PM,Florida,Miami,,,4,,,$185.98
54027,2020-08-14,3:51 PM,Florida,Miami,,,29,,,$63.80
54028,2020-05-28,8:25 PM,South Carolina,Florence,,,19,,,$234.01
54029,2019-11-12,11:36 AM,Florida,Fort Lauderdale,365-737-58,True,9,,,$74.65
54030,2020-01-13,2:59 PM,Alabama,Huntsville,813-268-99,True,8,,,$231.06
54031,2020-10-25,5:36 PM,Florida,Delray Beach,,,4,,,$154.82
54032,2020-05-03,6:54 PM,Florida,Lake Worth,515-220-90,False,25,,,$208.08
54033,2020-03-27,11:17 AM,Florida,Pompano Beach,,,16,,,$58.06
54034,2020-09-16,2:22 PM,Alabama,Birmingham,,,32,,,$203.57
54035,2020-10-29,1:54 PM,South Carolina,Columbia,,,11,,,$26.56
54036,2019-12-12,1:24 PM,Georgia,Decatur,473-801-73,False,24,,,$139.52
54037,2020-03-30,3:51 PM,Georgia,Columbus,,,25,Yes,0.48,$80.62
54038,2020-05-08,2:57 PM,Florida,Naples,924-724-85,True,15,,,$162.79
54039,2020-07-27,4:18 PM,Georgia,Augusta,139-279-73,True,30,Yes,0.16,$117.32
54040,2020-09-10,7:32 PM,Florida,Boca Raton,,,19,Yes,0.36,$111.96
54041,2020-06-28,5:29 PM,South Carolina,Charleston,,,26,,,$22.48
54042,2020-02-21,6:34 PM,Florida,Naples,341-202-19,True,15,,,$90.57
54043,2019-11-13,3:55 PM,Florida,Hollywood,,,33,,,$167.48
54044,2019-12-17,5:25 PM,Alabama,Mobile,,,31,,,$227.14
54045,2019-12-16,8:58 PM,Georgia,Marietta,347-140-06,False,15,Yes,0.25,$121.88
54046,2020-03-25,12:20 PM,Georgia,Atlanta,094-321-16,True,16,,,$153.79
54047,2020-09-15,7:12 PM,Florida,Daytona Beach,,,5,,,$205.71
54048,2019-12-21,2:06 PM,Alabama,Birmingham,,,3,,,$19.53
54049,2020-09-10,1:17 PM,Florida,Lake Worth,655-955-63,False,17,,,$164.51
54050,2020-02-24,5:14 PM,Florida,Gainesville,,,27,Yes,0.22,$215.40
54051,2019-11-04,3:52 PM,Florida,Palm Bay,,,28,,,$156.62
54052,2020-09-08,8:00 PM,Georgia,Atlanta,,,22,,,$65.49
54053,2019-10-07,2:57 PM,Florida,Tallahassee,369-770-53,False,13,Yes,0.39,$73.84
54054,2019-10-13,11:44 AM,Florida,Miami,601-124-00,True,9,,,$210.40
54055,2020-04-04,4:05 PM,Georgia,Augusta,071-804-59,False,6,,,$45.95
54056,2019-12-23,6:11 PM,South Carolina,Charleston,361-956-69,False,31,,,$215.22
54057,2019-11-30,12:26 PM,Georgia,Augusta,799-439-82,False,29,,,$235.33
54058,2020-07-02,4:38 PM,Georgia,Lawrenceville,939-611-68,False,12,,,$55.73
54059,2020-10-04,3:09 PM,Florida,Fort Lauderdale,023-561-11,False,33,,,$63.39
54060,2019-10-18,6:39 PM,Florida,Miami,,,13,,,$93.62
54061,2020-02-03,1:07 PM,Florida,Pensacola,,,28,,,$188.52
54062,2020-04-27,4:46 PM,Florida,Pensacola,938-439-94,True,14,Yes,0.21,$127.21
54063,2020-01-21,8:47 PM,Florida,Sarasota,279-318-58,False,16,,,$162.37
54064,2020-05-21,2:41 PM,Florida,Pensacola,,,30,,,$26.34
54065,2020-01-14,11:01 AM,Florida,Fort Myers,,,13,Yes,0.23,$59.59
54066,2020-05-15,1:59 PM,Florida,Pensacola,274-759-86,True,26,,,$79.97
54067,2020-02-06,7:31 PM,Florida,Saint Petersburg,350-110-53,True,15,Yes,0.19,$128.91
54068,2020-08-24,6:44 PM,Florida,Naples,,,20,,,$197.52
54069,2020-05-29,3:39 PM,Florida,Port Charlotte,110-286-72,True,9,Yes,0.41,$128.42
54070,2020-03-23,12:18 PM,Alabama,Montgomery,,,14,,,$165.61
54071,2020-08-06,7:58 PM,Florida,Naples,,,5,,,$79.81
54072,2019-12-27,1:04 PM,Mississippi,Jackson,660-396-94,False,12,Yes,0.4,$235.55
54073,2020-01-13,5:35 PM,Florida,Orlando,442-548-41,False,10,,,$163.24
54074,2020-09-14,3:50 PM,Georgia,Marietta,099-216-79,False,12,,,$235.11
54075,2020-01-10,2:48 PM,Florida,Tampa,222-234-94,False,26,,,$108.91
54076,2020-03-06,8:00 PM,Florida,Jacksonville,,,8,Yes,0.47,$89.49
54077,2020-10-18,1:44 PM,Alabama,Huntsville,026-083-31,False,29,,,$90.72
54078,2020-09-01,4:25 PM,Florida,West Palm Beach,394-383-90,True,8,,,$164.32
54079,2019-12-16,3:03 PM,Georgia,Atlanta,,,16,,,$22.95
54080,2020-10-10,8:01 PM,Florida,Naples,,,32,Yes,0.3,$189.96
54081,2019-12-29,11:18 AM,Florida,Miami,,,19,,,$85.89
54082,2020-06-29,1:31 PM,Florida,Tampa,878-656-50,False,26,Yes,0.35,$25.59
54083,2020-03-04,4:46 PM,Georgia,Columbus,,,22,,,$163.46
54084,2020-05-15,4:39 PM,Florida,Brooksville,923-529-88,False,28,,,$174.47
54085,2019-11-27,3:50 PM,South Carolina,Greenville,221-354-25,True,19,,,$59.43
54086,2020-03-30,4:23 PM,Florida,Fort Lauderdale,140-041-16,True,5,,,$166.57
54087,2020-05-28,12:06 PM,Georgia,Marietta,,,26,,,$71.48
54088,2020-06-15,8:14 PM,Florida,Punta Gorda,,,27,,,$59.60
54089,2020-01-23,1:57 PM,Georgia,Atlanta,461-085-59,False,26,,,$182.78
54090,2020-01-17,7:40 PM,Alabama,Montgomery,294-528-93,False,11,,,$222.59
54091,2020-01-02,4:33 PM,Florida,Naples,602-954-62,False,3,Yes,0.33,$86.79
54092,2020-03-02,3:03 PM,Florida,Gainesville,,,7,,,$93.51
54093,2020-05-24,5:40 PM,Georgia,Athens,862-531-46,False,26,,,$83.04
54094,2020-08-09,11:26 AM,Florida,Orlando,870-474-24,False,10,,,$156.16
54095,2020-03-04,6:40 PM,Florida,Tampa,,,16,,,$182.96
54096,2019-12-02,4:02 PM,Florida,Pensacola,591-123-57,False,31,,,$128.88
54097,2019-10-25,2:43 PM,Georgia,Macon,,,14,Yes,0.48,$111.49
54098,2020-05-01,4:59 PM,Florida,Sarasota,,,16,,,$62.08
54099,2020-09-10,3:25 PM,Alabama,Anniston,252-519-34,True,20,Yes,0.26,$159.55
54100,2019-10-05,5:41 PM,Florida,Saint Petersburg,112-532-44,False,10,,,$174.97
54101,2020-10-28,12:12 PM,Florida,Sarasota,,,17,Yes,0.18,$233.32
54102,2020-04-08,12:46 PM,Florida,Port Saint Lucie,,,30,,,$102.64
54103,2020-03-02,1:28 PM,Florida,Miami,519-834-34,False,5,Yes,0.45,$219.85
54104,2020-04-15,8:29 PM,Florida,Miami,,,31,,,$154.23
54105,2019-10-21,12:47 PM,Florida,Naples,098-671-60,False,13,Yes,0.24,$184.07
54106,2020-02-13,7:02 PM,Mississippi,Columbus,,,12,,,$21.88
54107,2020-05-28,5:24 PM,Georgia,Atlanta,312-316-56,True,9,,,$42.67
54108,2019-12-18,7:40 PM,Florida,Orlando,988-181-33,False,34,,,$92.72
54109,2020-09-05,7:00 PM,Florida,Fort Lauderdale,960-942-07,True,27,Yes,0.31,$93.79
54110,2020-05-31,5:21 PM,Florida,Jacksonville,188-582-60,False,4,,,$83.72
54111,2019-11-08,8:43 PM,Florida,Orlando,,,34,Yes,0.3,$37.46
54112,2020-08-06,3:49 PM,Florida,Tampa,804-421-63,True,13,,,$212.33
54113,2020-08-03,4:10 PM,Georgia,Gainesville,907-885-40,False,23,,,$139.67
54114,2020-02-26,4:56 PM,Mississippi,Hattiesburg,,,12,,,$52.70
54115,2020-08-18,8:07 PM,Florida,Jacksonville,,,30,,,$51.67
54116,2019-11-10,8:44 PM,Florida,Kissimmee,027-712-81,False,29,,,$140.07
54117,2020-01-30,7:40 PM,Florida,Tampa,816-455-62,True,29,,,$24.28
54118,2019-11-08,8:59 PM,Florida,Miami,489-753-87,False,30,,,$69.85
54119,2020-03-04,8:53 PM,Florida,Homestead,594-662-07,False,6,Yes,0.41,$150.76
54120,2020-03-21,3:49 PM,Georgia,Atlanta,138-992-14,True,11,Yes,0.24,$90.34
54121,2020-06-06,11:40 AM,Alabama,Anniston,709-946-04,True,8,,,$140.35
54122,2020-07-24,5:01 PM,Alabama,Tuscaloosa,146-411-49,False,24,Yes,0.24,$76.40
54123,2020-09-09,5:05 PM,Florida,Naples,688-530-60,True,13,,,$159.30
54124,2019-11-05,12:00 PM,Florida,Jacksonville,,,34,Yes,0.46,$226.97
54125,2019-12-09,5:42 PM,South Carolina,Beaufort,,,14,,,$205.34
54126,2020-04-21,8:36 PM,Florida,Fort Lauderdale,,,26,,,$173.42
54127,2019-12-03,4:51 PM,Florida,Jacksonville,,,29,,,$60.07
54128,2020-10-21,12:21 PM,Alabama,Birmingham,075-007-52,False,8,Yes,0.42,$231.99
54129,2020-03-01,2:18 PM,Florida,Pompano Beach,803-695-17,True,19,,,$199.67
54130,2019-11-16,4:58 PM,South Carolina,Columbia,,,11,,,$148.11
54131,2020-10-07,5:09 PM,Florida,Miami,942-034-94,True,24,,,$206.37
54132,2020-02-20,6:05 PM,Georgia,Atlanta,350-007-88,False,31,Yes,0.38,$136.99
54133,2020-01-13,7:08 PM,Alabama,Mobile,971-084-70,True,4,,,$72.92
54134,2019-12-19,4:09 PM,Georgia,Lawrenceville,703-016-06,False,9,,,$231.06
54135,2020-10-08,5:40 PM,Florida,Sarasota,253-227-34,False,14,,,$191.43
54136,2020-09-28,6:43 PM,South Carolina,Anderson,753-970-80,False,26,Yes,0.23,$52.47
54137,2020-09-20,3:45 PM,Florida,Homestead,720-124-76,False,12,,,$28.56
54138,2019-10-27,5:24 PM,South Carolina,Columbia,904-483-09,True,33,,,$110.47
54139,2020-07-17,8:30 PM,Florida,Melbourne,340-114-17,True,6,,,$158.33
54140,2020-09-03,8:45 PM,Florida,Naples,,,22,Yes,0.13,$63.63
54141,2020-09-01,6:23 PM,Florida,Tampa,,,4,Yes,0.12,$52.11
54142,2019-10-12,5:23 PM,South Carolina,Greenville,,,33,,,$37.24
54143,2019-11-29,8:37 PM,South Carolina,Greenville,317-733-27,True,28,,,$42.01
54144,2019-12-08,4:40 PM,Florida,Pensacola,690-143-69,True,4,Yes,0.11,$143.62
54145,2020-02-28,2:02 PM,Florida,Boca Raton,885-264-35,False,33,Yes,0.37,$163.42
54146,2020-01-27,6:28 PM,Florida,Palm Bay,,,30,,,$51.87
54147,2020-06-29,11:45 AM,Florida,Tampa,155-387-57,True,8,,,$184.96
54148,2020-03-17,2:41 PM,Alabama,Birmingham,423-703-02,True,9,Yes,0.48,$50.29
54149,2019-12-25,10:30 AM,California,Mountain View,600-613-00,True,80,,,$2680.47
54150,2019-10-20,1:24 PM,Florida,Clearwater,,,18,,,$47.98
54151,2020-05-22,5:54 PM,Florida,Miami,744-683-09,True,23,Yes,0.39,$146.15
54152,2019-10-28,7:38 PM,Florida,Clearwater,424-518-90,True,20,,,$66.98
54153,2019-12-06,4:31 PM,Alabama,Montgomery,,,3,,,$49.75
54154,2019-12-31,6:18 PM,Georgia,Atlanta,592-123-96,False,9,Yes,0.37,$88.16
54155,2020-05-12,12:57 PM,Florida,Miami,,,12,,,$223.69
54156,2020-01-22,8:06 PM,Georgia,Atlanta,,,17,,,$89.35
54157,2020-01-09,11:02 AM,Alabama,Mobile,,,34,,,$71.61
54158,2020-10-17,4:30 PM,Alabama,Birmingham,023-598-44,True,29,,,$115.30
54159,2020-04-07,2:19 PM,Alabama,Mobile,532-673-63,True,8,,,$82.53
54160,2020-03-05,2:22 PM,South Carolina,Greenville,399-708-75,True,13,Yes,0.46,$161.20
54161,2019-11-14,7:13 PM,Florida,West Palm Beach,376-842-83,False,27,,,$29.39
54162,2020-05-28,12:01 PM,Alabama,Birmingham,024-748-48,False,5,,,$202.42
54163,2020-05-13,11:56 AM,Florida,Fort Lauderdale,619-828-49,False,33,,,$200.29
54164,2020-01-11,11:46 AM,Florida,Tampa,176-149-73,False,12,,,$59.98
54165,2020-08-25,11:47 AM,Florida,Miami,,,7,,,$75.87
54166,2020-02-24,1:33 PM,Alabama,Montgomery,545-217-08,True,3,,,$91.15
54167,2020-05-28,4:27 PM,Florida,Saint Petersburg,764-822-23,False,9,,,$126.70
54168,2019-11-13,12:26 PM,Florida,Boca Raton,,,16,Yes,0.16,$97.51
54169,2020-02-05,12:35 PM,Florida,Naples,,,30,,,$131.96
54170,2020-07-12,2:40 PM,Florida,Sarasota,487-044-02,False,21,,,$74.88
54171,2020-09-18,3:41 PM,Florida,Spring Hill,,,12,,,$178.26
54172,2020-01-22,8:50 PM,Alabama,Birmingham,984-205-51,True,14,,,$137.11
54173,2020-07-13,4:53 PM,South Carolina,Charleston,873-388-71,True,7,Yes,0.34,$68.71
54174,2020-01-09,3:12 PM,Georgia,Duluth,511-300-89,True,24,Yes,0.2,$76.07
54175,2019-11-19,11:55 AM,Alabama,Huntsville,798-463-96,True,16,Yes,0.49,$183.40
54176,2020-04-30,12:37 PM,Florida,Clearwater,951-931-58,True,34,Yes,0.3,$50.95
54177,2020-01-06,7:38 PM,Florida,Daytona Beach,,,24,,,$39.12
54178,2020-09-25,3:41 PM,South Carolina,Columbia,,,18,Yes,0.15,$56.19
54179,2020-03-23,2:48 PM,Florida,Clearwater,,,20,,,$118.03
54180,2020-01-24,8:28 PM,Mississippi,Hattiesburg,055-795-12,True,25,Yes,0.42,$72.74
54181,2020-01-23,4:52 PM,Alabama,Mobile,891-843-99,False,18,,,$190.63
54182,2020-03-09,4:32 PM,Georgia,Atlanta,,,17,,,$30.21
54183,2019-11-29,7:29 PM,Florida,Palm Bay,,,5,,,$139.10
54184,2020-01-19,11:56 AM,Mississippi,Jackson,109-559-76,False,28,Yes,0.48,$63.24
54185,2020-05-19,7:16 PM,Florida,Jacksonville,,,9,,,$74.14
54186,2020-01-16,2:03 PM,Alabama,Birmingham,218-198-23,True,7,,,$141.54
54187,2020-07-20,11:46 AM,Florida,Orlando,,,24,Yes,0.2,$90.04
54188,2020-06-27,8:24 PM,Georgia,Decatur,,,12,Yes,0.23,$149.71
54189,2020-03-20,4:28 PM,Georgia,Columbus,125-588-09,False,10,,,$148.95
54190,2020-09-15,7:54 PM,Alabama,Birmingham,551-928-42,False,23,Yes,0.13,$172.11
54191,2020-06-03,7:26 PM,Georgia,Atlanta,628-667-08,True,28,Yes,0.11,$35.16
54192,2019-11-04,3:21 PM,South Carolina,Columbia,,,25,,,$81.24
54193,2020-03-25,4:22 PM,Alabama,Mobile,825-235-08,True,9,,,$35.47
54194,2020-03-30,4:58 PM,Florida,Bradenton,,,24,Yes,0.19,$61.96
54195,2020-10-27,12:00 PM,Florida,Pensacola,,,33,Yes,0.2,$109.34
54196,2019-12-03,2:35 PM,Florida,Clearwater,453-219-60,True,8,Yes,0.41,$32.03
54197,2020-04-08,4:42 PM,Georgia,Augusta,300-559-39,True,33,,,$85.56
54198,2020-06-18,11:54 AM,Florida,Jacksonville,515-128-86,False,31,,,$38.35
54199,2020-06-14,8:27 PM,South Carolina,Spartanburg,387-179-26,True,22,Yes,0.31,$144.28
54200,2020-06-20,8:28 PM,Florida,Sarasota,,,15,,,$92.08
54201,2020-10-25,2:54 PM,Georgia,Albany,,,27,,,$64.60
54202,2020-05-21,1:15 PM,Georgia,Atlanta,659-082-15,True,3,,,$55.79
54203,2020-08-11,2:51 PM,Mississippi,Biloxi,642-982-01,True,12,,,$160.57
54204,2020-05-14,1:50 PM,Florida,Miami,,,17,,,$86.08
54205,2020-06-29,8:09 PM,Georgia,Lawrenceville,613-111-00,False,30,,,$45.67
54206,2020-07-10,6:57 PM,Florida,Hollywood,988-242-89,False,4,,,$229.06
54207,2020-04-16,8:31 PM,Florida,Orlando,,,24,,,$178.41
54208,2020-01-28,8:18 PM,Florida,Fort Lauderdale,,,10,Yes,0.12,$19.22
54209,2020-03-18,4:05 PM,Alabama,Birmingham,798-489-87,False,19,Yes,0.1,$193.26
54210,2020-04-09,6:00 PM,Florida,Boca Raton,,,22,Yes,0.48,$51.59
54211,2020-05-11,11:36 AM,Florida,Clearwater,884-669-07,False,3,Yes,0.14,$223.11
54212,2020-08-05,1:03 PM,Florida,Punta Gorda,048-871-06,False,32,,,$78.76
54213,2020-07-25,11:11 AM,Florida,Gainesville,,,9,Yes,0.13,$31.39
54214,2020-02-07,1:15 PM,Florida,Brooksville,,,4,,,$168.64
54215,2020-06-30,12:32 PM,Florida,Ocala,908-982-82,False,17,Yes,0.46,$54.64
54216,2019-12-25,4:04 PM,Georgia,Gainesville,,,24,Yes,0.5,$167.09
54217,2020-08-13,3:23 PM,Florida,Hialeah,158-392-29,True,24,,,$143.29
54218,2019-11-20,11:53 AM,Florida,Saint Petersburg,457-444-16,True,17,,,$30.00
54219,2020-06-06,12:30 PM,Florida,Lakeland,347-310-40,False,28,,,$76.22
54220,2020-03-10,1:13 PM,Florida,Pensacola,522-658-16,True,5,Yes,0.17,$177.83
54221,2019-10-11,6:57 PM,South Carolina,Columbia,,,12,Yes,0.41,$69.64
54222,2020-06-27,12:11 PM,Alabama,Mobile,,,14,,,$233.75
54223,2020-05-07,6:39 PM,Georgia,Atlanta,551-318-16,True,14,,,$117.53
54224,2019-12-30,11:26 AM,Florida,Lakeland,084-519-97,False,5,,,$98.81
54225,2020-09-05,3:22 PM,Florida,Panama City,867-495-76,False,13,,,$74.88
54226,2020-09-08,5:15 PM,Florida,Jacksonville,,,27,,,$102.76
54227,2020-04-13,3:39 PM,Florida,Miami,,,27,,,$75.73
54228,2020-01-25,11:33 AM,South Carolina,Florence,893-669-92,False,9,,,$154.20
54229,2019-12-30,7:03 PM,Alabama,Huntsville,173-089-91,True,15,,,$86.36
54230,2020-05-11,7:33 PM,Florida,Tallahassee,459-938-38,False,19,,,$81.21
54231,2019-12-05,1:31 PM,Florida,West Palm Beach,429-966-99,False,19,,,$210.84
54232,2020-01-19,5:41 PM,Florida,Bonita Springs,,,27,,,$169.71
54233,2020-01-01,5:56 PM,Alabama,Montgomery,,,32,Yes,0.19,$216.28
54234,2020-06-27,3:42 PM,Florida,Seminole,714-353-50,True,13,,,$201.97
54235,2020-06-15,5:51 PM,Florida,Pensacola,866-495-06,False,25,Yes,0.41,$80.85
54236,2020-04-02,12:18 PM,Mississippi,Jackson,693-221-43,True,18,Yes,0.4,$181.58
54237,2020-05-23,5:05 PM,Georgia,Atlanta,571-648-87,False,15,Yes,0.31,$130.57
54238,2020-03-15,3:15 PM,Florida,Miami,110-214-95,False,22,,,$163.74
54239,2020-10-15,11:29 AM,Florida,Pompano Beach,436-996-78,False,32,,,$203.55
54240,2020-01-27,7:56 PM,Florida,Fort Myers,348-495-01,True,8,,,$213.40
54241,2020-10-09,8:06 PM,Florida,Miami,167-565-49,True,29,Yes,0.4,$31.78
54242,2020-09-29,8:03 PM,Georgia,Atlanta,077-398-18,True,10,Yes,0.24,$21.87
54243,2019-11-03,2:16 PM,Alabama,Birmingham,519-836-75,True,24,,,$162.19
54244,2020-01-29,4:24 PM,Florida,Saint Petersburg,059-140-04,True,23,,,$150.27
54245,2019-11-17,5:08 PM,Florida,Bonita Springs,,,20,,,$31.66
54246,2019-11-27,5:22 PM,South Carolina,Columbia,,,22,Yes,0.42,$60.85
54247,2019-12-04,2:35 PM,Florida,Pompano Beach,,,5,,,$175.26
54248,2019-11-20,3:28 PM,Florida,Miami,,,3,,,$80.31
54249,2020-09-05,6:38 PM,Georgia,Atlanta,655-936-55,True,11,,,$49.30
54250,2019-11-21,5:12 PM,Florida,Saint Petersburg,,,5,,,$39.46
54251,2020-02-06,6:26 PM,Alabama,Montgomery,,,8,,,$80.93
54252,2020-05-25,4:00 PM,Alabama,Birmingham,,,17,,,$141.41
54253,2020-04-19,8:35 PM,Florida,Fort Lauderdale,,,4,Yes,0.1,$185.73
54254,2020-03-12,7:21 PM,Florida,North Port,970-750-38,False,24,Yes,0.2,$155.70
54255,2020-08-07,8:37 PM,Florida,Jacksonville,242-186-23,False,5,,,$210.73
54256,2019-10-16,8:52 PM,Mississippi,Jackson,,,21,,,$76.71
54257,2020-06-20,1:49 PM,Florida,Miami,033-003-74,False,16,,,$57.58
54258,2020-09-10,2:58 PM,Florida,Saint Petersburg,099-884-61,True,7,,,$110.86
54259,2020-09-16,1:37 PM,South Carolina,Columbia,491-648-05,False,13,Yes,0.44,$184.67
54260,2020-06-12,6:27 PM,Georgia,Savannah,,,32,Yes,0.48,$191.54
54261,2020-08-27,3:49 PM,Florida,Miami,640-263-74,True,28,Yes,0.18,$209.76
54262,2020-04-19,8:41 PM,Florida,Pensacola,826-257-48,False,4,,,$67.75
54263,2020-10-10,1:46 PM,Florida,Sarasota,898-469-83,True,26,Yes,0.11,$138.27
54264,2020-07-16,5:59 PM,Florida,Pensacola,537-292-46,True,33,,,$68.95
54265,2019-11-10,7:07 PM,South Carolina,Aiken,564-435-72,True,28,,,$233.59
54266,2019-10-15,8:23 PM,Florida,Miami,193-215-48,False,12,Yes,0.17,$114.04
54267,2020-05-02,12:03 PM,South Carolina,Columbia,713-956-13,True,20,,,$100.02
54268,2020-10-10,12:48 PM,Florida,Miami,,,13,Yes,0.32,$78.11
54269,2020-09-01,1:33 PM,Florida,Clearwater,,,4,Yes,0.34,$38.54
54270,2019-12-12,3:06 PM,Florida,Miami,,,23,Yes,0.47,$20.01
54271,2019-11-25,6:33 PM,Georgia,Athens,259-811-82,False,21,Yes,0.21,$155.57
54272,2020-06-03,8:21 PM,Florida,Port Saint Lucie,,,17,,,$100.70
54273,2020-01-22,3:07 PM,Florida,Miami,,,33,,,$224.33
54274,2019-12-19,7:26 PM,Florida,Sarasota,101-146-29,False,25,,,$27.32
54275,2020-09-15,3:06 PM,Georgia,Cumming,242-178-26,True,24,,,$156.07
54276,2019-10-23,6:58 PM,Alabama,Montgomery,,,18,Yes,0.28,$112.10
54277,2019-11-18,12:25 PM,Florida,Gainesville,,,34,,,$144.90
54278,2020-04-29,1:57 PM,Florida,Fort Myers,,,30,Yes,0.49,$61.35
54279,2020-09-04,5:21 PM,Florida,Zephyrhills,375-976-52,True,17,Yes,0.25,$30.29
54280,2020-04-07,2:35 PM,Florida,Jacksonville,,,30,Yes,0.26,$68.67
54281,2019-11-06,12:14 PM,Georgia,Atlanta,098-960-28,True,15,Yes,0.14,$19.77
54282,2020-02-01,1:01 PM,Mississippi,Biloxi,,,7,,,$169.78
54283,2020-09-09,8:55 PM,Florida,Miami,796-827-42,True,18,,,$139.21
54284,2020-10-10,7:17 PM,South Carolina,Columbia,727-584-45,True,29,,,$46.82
54285,2020-05-07,2:46 PM,Florida,Tallahassee,335-984-68,False,20,,,$158.70
54286,2020-07-06,4:36 PM,Florida,Daytona Beach,024-551-51,False,16,,,$181.84
54287,2020-07-31,6:30 PM,Florida,Fort Lauderdale,605-954-04,False,33,,,$146.85
54288,2019-12-01,3:48 PM,South Carolina,Anderson,991-328-67,True,5,,,$210.58
54289,2020-10-07,5:02 PM,South Carolina,Columbia,,,15,,,$201.57
54290,2020-04-05,6:07 PM,Florida,Naples,179-917-31,False,30,,,$76.37
54291,2020-01-03,3:43 PM,Florida,Delray Beach,,,32,Yes,0.26,$200.87
54292,2020-04-11,6:38 PM,Florida,Naples,135-842-44,True,8,Yes,0.17,$178.33
54293,2020-03-19,11:22 AM,Mississippi,Jackson,,,6,,,$28.95
54294,2019-10-11,11:30 AM,Alabama,Gadsden,561-089-13,False,12,,,$211.90
54295,2020-07-01,3:49 PM,Florida,Miami,,,29,,,$177.28
54296,2020-09-17,12:39 PM,Georgia,Cumming,,,24,Yes,0.49,$145.80
54297,2019-12-02,5:12 PM,Georgia,Atlanta,668-601-64,False,3,Yes,0.19,$139.89
54298,2020-07-21,8:54 PM,South Carolina,Columbia,,,28,,,$137.57
54299,2020-08-03,6:52 PM,Mississippi,Jackson,045-380-10,False,3,,,$210.40
54300,2020-08-09,1:57 PM,Florida,Fort Lauderdale,144-871-26,False,13,Yes,0.14,$219.60
54301,2020-09-17,12:41 PM,Mississippi,Jackson,,,13,,,$110.35
54302,2020-04-03,4:21 PM,Florida,Orlando,,,29,,,$117.74
54303,2020-07-17,12:00 PM,Florida,Miami,944-573-32,True,29,,,$92.48
54304,2020-05-08,7:54 PM,Florida,Pensacola,071-838-09,True,30,,,$143.09
54305,2020-06-09,3:34 PM,Florida,Largo,593-796-99,False,5,,,$85.27
54306,2020-04-18,11:32 AM,Alabama,Birmingham,858-675-61,False,14,,,$65.27
54307,2020-08-28,5:54 PM,Florida,Boynton Beach,779-448-06,False,6,,,$136.74
54308,2019-11-06,12:47 PM,Florida,Lehigh Acres,255-782-96,False,10,Yes,0.19,$220.19
54309,2020-02-02,2:27 PM,Georgia,Gainesville,950-257-24,False,18,,,$38.07
54310,2020-07-05,8:04 PM,Florida,Miami,974-422-00,True,30,Yes,0.44,$28.59
54311,2019-10-20,3:47 PM,Florida,Fort Myers,,,26,,,$27.63
54312,2020-06-04,1:20 PM,Florida,Pensacola,296-484-00,False,23,,,$213.37
54313,2019-12-28,2:04 PM,Florida,Miami,398-162-20,False,17,Yes,0.19,$135.22
54314,2020-03-09,1:28 PM,Florida,Fort Lauderdale,,,8,,,$80.50
54315,2020-03-21,5:37 PM,Florida,Miami,785-147-44,False,30,,,$226.31
54316,2020-05-21,11:30 AM,Georgia,Atlanta,,,28,,,$213.14
54317,2020-03-06,11:49 AM,Alabama,Birmingham,809-494-17,True,26,,,$119.29
54318,2019-10-30,3:21 PM,Florida,Tampa,127-554-87,False,3,,,$36.10
54319,2019-12-23,6:29 PM,Alabama,Mobile,352-642-96,False,8,,,$75.33
